Date,State,electric_vehicles_sold,total_vehicles_sold,Population,EV_Stations
2021-08-01,Jammu & Kashmir,122,15408,1215771.6104469332,23.272727272727277
2021-08-01,Jharkhand,140,31702,3197980.534680124,59.27272727272727
2021-08-01,Karnataka,3456,101726,5922778.609381659,697.2727272727273
2021-08-01,Kerala,781,75320,3238503.0235699103,191.27272727272728
2021-08-01,Ladakh,0,489,,
2021-08-01,Madhya Pradesh,483,80617,7040733.972723818,173.27272727272728
2021-08-01,Maharashtra,2616,154203,10893957.336126598,659.2727272727273
2021-08-01,Manipur,0,1577,276871.35949576925,15.272727272727272
2021-08-01,Meghalaya,0,1867,287632.1161148274,18.272727272727277
2021-08-01,Mizoram,0,1297,106347.2973973595,
2021-08-01,Nagaland,0,1340,191851.6878298765,5.2727272727272725
2021-08-01,Odisha,489,39274,4069117.1020572186,116.27272727272728
2021-08-01,Puducherry,35,4333,120985.80414941174,3.2727272727272725
2021-08-01,Punjab,346,36585,2689510.5484912903,125.27272727272728
2021-08-01,Rajasthan,1504,68475,6645300.40291176,253.27272727272728
2021-08-01,Sikkim,0,897,59232.63328148284,0.2727272727272727
2021-08-01,Tamil Nadu,2833,130305,6994200.971127891,438.27272727272725
2021-08-01,Tripura,0,2924,356171.3497154957,17.272727272727273
2021-08-01,Uttar Pradesh,534,170746,19370525.23934476,405.27272727272725
2021-08-01,Uttarakhand,120,14952,977774.6960344282,47.27272727272727
2021-08-01,West Bengal,108,72811,8848638.028478933,188.27272727272728
2021-09-01,Andaman & Nicobar Islands,0,416,36953.9733899697,2.363636363636364
2021-09-01,Andhra Pradesh,805,59716,8203685.100517133,221.3636363636364
2021-09-01,Arunachal Pradesh,0,1897,134237.00570004742,8.363636363636363
2021-09-01,Assam,38,30474,3026734.103956416,47.36363636363637
2021-09-01,Bihar,479,52360,10096776.052289909,82.36363636363636
2021-09-01,Chandigarh,45,2769,102326.61922944366,5.363636363636363
2021-09-01,Chhattisgarh,256,28440,2477662.07413852,45.36363636363637
2021-09-01,DNH and DD,1,1014,56934.33695515017,0.3636363636363636
2021-09-01,Delhi,1074,26528,1628302.6385060668,538.3636363636364
2021-09-01,Goa,121,4358,141511.40991067133,43.36363636363637
2021-09-01,Gujarat,1090,96617,5862199.873201492,169.36363636363637
2021-09-01,Haryana,698,47469,2458845.6152470387,229.3636363636364
2021-09-01,Himachal Pradesh,34,8354,665850.4654124461,26.363636363636363
2021-09-01,Jammu & Kashmir,158,11127,1216377.3760724673,23.363636363636363
2021-09-01,Jharkhand,161,28420,3199573.9480008413,59.36363636363637
2021-09-01,Karnataka,3766,101699,5925729.669974275,697.3636363636364
2021-09-01,Kerala,953,70308,3240116.627468052,191.3636363636364
2021-09-01,Ladakh,0,470,,
2021-09-01,Madhya Pradesh,613,76922,7044242.061399815,173.36363636363637
2021-09-01,Maharashtra,2314,120251,10899385.316862086,659.3636363636364
2021-09-01,Manipur,0,4694,277009.3123405603,15.363636363636363
2021-09-01,Meghalaya,0,2301,287775.4305722837,18.363636363636363
2021-09-01,Mizoram,0,1729,106400.28558739308,
2021-09-01,Nagaland,1,1259,191947.27910433084,5.363636363636363
2021-09-01,Odisha,492,33220,4071144.564489733,116.36363636363636
2021-09-01,Puducherry,50,3851,121046.08606478262,3.363636363636364
2021-09-01,Punjab,490,32340,2690850.613537872,125.36363636363636
2021-09-01,Rajasthan,1694,59537,6648611.464398013,253.3636363636364
2021-09-01,Sikkim,0,895,59262.146302549845,0.3636363636363636
2021-09-01,Tamil Nadu,2987,127300,6997685.874451822,438.3636363636364
2021-09-01,Tripura,0,3139,356348.8142644322,17.363636363636363
2021-09-01,Uttar Pradesh,734,156472,19380176.72177592,405.3636363636364
2021-09-01,Uttarakhand,179,13097,978261.8782447096,47.36363636363637
2021-09-01,West Bengal,118,74867,8853046.9163855,188.3636363636364
2021-10-01,Andaman & Nicobar Islands,1,430,36972.37676317187,2.4545454545454546
2021-10-01,Andhra Pradesh,1030,95476,8207770.601065199,221.45454545454547
2021-10-01,Arunachal Pradesh,0,1679,134303.85679850358,8.454545454545455
2021-10-01,Assam,28,38032,3028241.4416575897,47.45454545454545
2021-10-01,Bihar,477,56517,10101804.327216348,82.45454545454545
2021-10-01,Chandigarh,30,3608,102377.57870117149,5.454545454545455
2021-10-01,Chhattisgarh,312,38719,2478895.9695937675,45.45454545454545
2021-10-01,DNH and DD,2,961,56962.69070861388,0.4545454545454546
2021-10-01,Delhi,1248,38963,1629113.5461945657,538.4545454545455
2021-10-01,Goa,191,5079,141581.8837203878,43.45454545454545
2021-10-01,Gujarat,1564,107884,5865119.295449102,169.45454545454547
2021-10-01,Haryana,513,38525,2460070.139955827,229.45454545454547
2021-10-01,Himachal Pradesh,30,7852,666182.0642498028,26.454545454545453
2021-10-01,Jammu & Kashmir,201,12806,1216983.1416980012,23.454545454545453
2021-10-01,Jharkhand,258,33683,3201167.3613215582,59.45454545454545
2021-10-01,Karnataka,3872,94906,5928680.730566892,697.4545454545455
2021-10-01,Kerala,991,56939,3241730.231366193,191.45454545454547
2021-10-01,Ladakh,6,307,,
2021-10-01,Madhya Pradesh,565,61629,7047750.15007581,173.45454545454547
2021-10-01,Maharashtra,3852,165103,10904813.297597574,659.4545454545455
2021-10-01,Manipur,6,3014,277147.2651853514,15.454545454545457
2021-10-01,Meghalaya,0,2136,287918.74502974,18.454545454545453
2021-10-01,Mizoram,0,2169,106453.2737774266,
2021-10-01,Nagaland,0,1217,192042.8703787852,5.454545454545455
2021-10-01,Odisha,950,58538,4073172.026922248,116.45454545454544
2021-10-01,Puducherry,31,3448,121106.36798015352,3.4545454545454546
2021-10-01,Punjab,421,38463,2692190.6785844546,125.45454545454544
2021-10-01,Rajasthan,1688,78449,6651922.525884267,253.45454545454547
2021-10-01,Sikkim,0,800,59291.65932361684,0.4545454545454546
2021-10-01,Tamil Nadu,2649,100470,7001170.777775751,438.45454545454544
2021-10-01,Tripura,0,3381,356526.2788133686,17.454545454545453
2021-10-01,Uttar Pradesh,1032,153019,19389828.20420708,405.45454545454544
2021-10-01,Uttarakhand,142,16349,978749.0604549906,47.45454545454545
2021-10-01,West Bengal,100,60595,8857455.804292066,188.45454545454547
2021-11-01,Andaman & Nicobar Islands,0,538,36990.78013637405,2.5454545454545454
2021-11-01,Andhra Pradesh,1148,72209,8211856.101613265,221.54545454545453
2021-11-01,Arunachal Pradesh,0,1908,134370.7078969598,8.545454545454545
2021-11-01,Assam,120,35204,3029748.779358763,47.54545454545455
2021-11-01,Bihar,615,114201,10106832.602142788,82.54545454545455
2021-11-01,Chandigarh,95,4002,102428.53817289928,5.545454545454545
2021-11-01,Chhattisgarh,523,67923,2480129.865049016,45.54545454545455
2021-11-01,DNH and DD,1,1268,56991.0444620776,0.5454545454545454
2021-11-01,Delhi,1454,49492,1629924.4538830644,538.5454545454545
2021-11-01,Goa,198,5397,141652.35753010426,43.54545454545455
2021-11-01,Gujarat,1690,133155,5868038.717696712,169.54545454545453
2021-11-01,Haryana,884,59992,2461294.664664615,229.54545454545453
2021-11-01,Himachal Pradesh,61,11894,666513.6630871596,26.545454545454547
2021-11-01,Jammu & Kashmir,64,12792,1217588.9073235353,23.545454545454547
2021-11-01,Jharkhand,378,56675,3202760.774642276,59.54545454545455
2021-11-01,Karnataka,3583,91691,5931631.791159508,697.5454545454545
2021-11-01,Kerala,1162,58962,3243343.8352643345,191.54545454545453
2021-11-01,Ladakh,0,315,,
2021-11-01,Madhya Pradesh,971,112439,7051258.238751805,173.54545454545453
2021-11-01,Maharashtra,4199,196648,10910241.278333064,659.5454545454545
2021-11-01,Manipur,3,3365,277285.2180301425,15.545454545454543
2021-11-01,Meghalaya,0,2248,288062.05948719627,18.545454545454547
2021-11-01,Mizoram,0,2148,106506.26196746016,
2021-11-01,Nagaland,0,1284,192138.4616532395,5.545454545454545
2021-11-01,Odisha,861,46223,4075199.489354762,116.54545454545456
2021-11-01,Puducherry,48,3421,121166.64989552445,3.5454545454545454
2021-11-01,Punjab,806,55564,2693530.743631037,125.54545454545456
2021-11-01,Rajasthan,2344,157483,6655233.58737052,253.54545454545453
2021-11-01,Sikkim,0,829,59321.17234468385,0.5454545454545454
2021-11-01,Tamil Nadu,2952,126736,7004655.68109968,438.54545454545456
2021-11-01,Tripura,0,4169,356703.7433623051,17.545454545454547
2021-11-01,Uttar Pradesh,1357,254978,19399479.68663824,405.54545454545456
2021-11-01,Uttarakhand,274,24931,979236.2426652716,47.54545454545455
2021-11-01,West Bengal,368,88655,8861864.692198632,188.54545454545453
2021-12-01,Andaman & Nicobar Islands,1,498,37009.18350957623,2.636363636363636
2021-12-01,Andhra Pradesh,1016,48760,8215941.602161333,221.63636363636363
2021-12-01,Arunachal Pradesh,0,1745,134437.558995416,8.636363636363637
2021-12-01,Assam,96,35129,3031256.117059937,47.63636363636363
2021-12-01,Bihar,474,68485,10111860.87706923,82.63636363636364
2021-12-01,Chandigarh,42,3237,102479.4976446271,5.636363636363637
2021-12-01,Chhattisgarh,505,28423,2481363.7605042644,45.63636363636363
2021-12-01,DNH and DD,5,1436,57019.39821554133,0.6363636363636364
2021-12-01,Delhi,1535,31320,1630735.361571564,538.6363636363636
2021-12-01,Goa,172,4774,141722.83133982075,43.63636363636363
2021-12-01,Gujarat,2274,117269,5870958.139944324,169.63636363636363
2021-12-01,Haryana,681,56709,2462519.189373404,229.63636363636363
2021-12-01,Himachal Pradesh,74,10149,666845.2619245164,26.63636363636364
2021-12-01,Jammu & Kashmir,110,9382,1218194.6729490696,23.63636363636364
2021-12-01,Jharkhand,296,30335,3204354.187962994,59.63636363636363
2021-12-01,Karnataka,4534,99390,5934582.851752126,697.6363636363636
2021-12-01,Kerala,1293,60990,3244957.439162476,191.63636363636363
2021-12-01,Ladakh,0,182,,
2021-12-01,Madhya Pradesh,931,122697,7054766.327427802,173.63636363636363
2021-12-01,Maharashtra,6167,163848,10915669.259068554,659.6363636363636
2021-12-01,Manipur,4,4498,277423.17087493365,15.636363636363637
2021-12-01,Meghalaya,0,1989,288205.3739446526,18.63636363636364
2021-12-01,Mizoram,0,2116,106559.25015749376,
2021-12-01,Nagaland,0,893,192234.05292769388,5.636363636363637
2021-12-01,Odisha,959,31327,4077226.951787278,116.63636363636364
2021-12-01,Puducherry,83,3197,121226.93181089536,3.636363636363636
2021-12-01,Punjab,456,45911,2694870.8086776203,125.63636363636364
2021-12-01,Rajasthan,2192,73800,6658544.648856776,253.63636363636363
2021-12-01,Sikkim,0,848,59350.68536575086,0.6363636363636364
2021-12-01,Tamil Nadu,3357,100486,7008140.584423612,438.6363636363636
2021-12-01,Tripura,1,3931,356881.2079112416,17.636363636363637
2021-12-01,Uttar Pradesh,1392,302487,19409131.16906941,405.6363636363636
2021-12-01,Uttarakhand,267,16902,979723.4248755532,47.63636363636363
2021-12-01,West Bengal,324,82441,8866273.5801052,188.63636363636363
2022-01-01,Andaman & Nicobar Islands,0,426,37058.01457134109,2.7272727272727275
2022-01-01,Andhra Pradesh,1700,68130,8226781.969707613,221.72727272727272
2022-01-01,Arunachal Pradesh,0,1716,134614.94007017338,8.727272727272727
2022-01-01,Assam,92,31647,3035255.650166063,47.72727272727273
2022-01-01,Bihar,419,56918,10125202.779165449,82.72727272727273
2022-01-01,Chandigarh,26,2810,102614.71226447469,5.727272727272728
2022-01-01,Chhattisgarh,606,36656,2484637.748621806,45.72727272727273
2022-01-01,DNH and DD,6,1116,57094.63137369348,0.7272727272727273
2022-01-01,Delhi,2044,38274,1632887.0042616122,538.7272727272727
2022-01-01,Goa,220,4200,141909.8248283114,43.72727272727273
2022-01-01,Gujarat,2288,80070,5878704.463758151,169.72727272727272
2022-01-01,Haryana,623,45972,2465768.313380756,229.72727272727272
2022-01-01,Himachal Pradesh,25,6580,667725.118194899,26.727272727272727
2022-01-01,Jammu & Kashmir,76,7524,1219801.9966907836,23.727272727272727
2022-01-01,Jharkhand,245,28958,3208582.112019422,59.72727272727273
2022-01-01,Karnataka,4595,96101,5942413.123979223,697.7272727272727
2022-01-01,Kerala,1611,63140,3249238.9364047786,191.72727272727272
2022-01-01,Ladakh,6,170,,
2022-01-01,Madhya Pradesh,887,86368,7064074.604390523,173.72727272727272
2022-01-01,Maharashtra,5401,172709,10930071.73081334,659.7272727272727
2022-01-01,Manipur,5,4347,277789.2115898954,15.727272727272728
2022-01-01,Meghalaya,0,2175,288585.64103193965,18.727272727272727
2022-01-01,Mizoram,0,1698,106699.84772903196,
2022-01-01,Nagaland,0,1132,192487.69248473496,5.727272727272728
2022-01-01,Odisha,1360,51625,4082606.571174464,116.72727272727272
2022-01-01,Puducherry,94,4802,121386.88237541646,3.727272727272728
2022-01-01,Punjab,559,38087,2698426.504600304,125.72727272727272
2022-01-01,Rajasthan,2451,63811,6667330.138677925,253.72727272727272
2022-01-01,Sikkim,0,670,59428.99449629765,0.7272727272727273
2022-01-01,Tamil Nadu,4354,144893,7017387.34193844,438.7272727272728
2022-01-01,Tripura,5,3437,357352.0880186539,17.727272727272727
2022-01-01,Uttar Pradesh,1336,201495,19434740.177240964,405.7272727272728
2022-01-01,Uttarakhand,214,14654,981016.1022743996,47.72727272727273
2022-01-01,West Bengal,424,69039,8877972.015784066,188.72727272727272
2022-02-01,Andaman & Nicobar Islands,0,500,37076.54357862675,2.8181818181818183
2022-02-01,Andhra Pradesh,2327,58374,8230895.360692467,221.8181818181818
2022-02-01,Arunachal Pradesh,0,1529,134682.24754020848,8.818181818181818
2022-02-01,Assam,111,31566,3036773.277991146,47.81818181818182
2022-02-01,Bihar,503,65416,10130265.380555032,82.81818181818181
2022-02-01,Chandigarh,33,3125,102666.01962060692,5.818181818181818
2022-02-01,Chhattisgarh,655,32430,2485880.0674961167,45.81818181818182
2022-02-01,DNH and DD,5,1171,57123.17868938033,0.8181818181818182
2022-02-01,Delhi,2682,38021,1633703.4477637429,538.8181818181819
2022-02-01,Goa,329,4408,141980.77974072553,43.81818181818182
2022-02-01,Gujarat,2741,92670,5881643.81599003,169.8181818181818
2022-02-01,Haryana,705,42020,2467001.197537446,229.8181818181818
2022-02-01,Himachal Pradesh,62,7657,668058.9807539964,26.818181818181817
2022-02-01,Jammu & Kashmir,108,9515,1220411.8976891292,23.818181818181817
2022-02-01,Jharkhand,342,31509,3210186.4030754315,59.81818181818182
2022-02-01,Karnataka,5795,93173,5945384.330541212,697.8181818181819
2022-02-01,Kerala,2064,55848,3250863.555872981,191.8181818181818
2022-02-01,Ladakh,0,59,,
2022-02-01,Madhya Pradesh,996,80596,7067606.641692719,173.8181818181818
2022-02-01,Maharashtra,7776,147848,10935536.766678749,659.8181818181819
2022-02-01,Manipur,3,5607,277928.10619569034,15.818181818181818
2022-02-01,Meghalaya,1,2062,288729.93385245564,18.818181818181817
2022-02-01,Mizoram,0,1953,106753.19765289647,
2022-02-01,Nagaland,0,1277,192583.93633097733,5.818181818181818
2022-02-01,Odisha,1293,46879,4084647.8744600513,116.8181818181818
2022-02-01,Puducherry,117,4032,121447.57581660416,3.8181818181818175
2022-02-01,Punjab,301,33970,2699775.717852604,125.8181818181818
2022-02-01,Rajasthan,2679,70979,6670663.803747263,253.8181818181818
2022-02-01,Sikkim,0,755,59458.7089935458,0.8181818181818182
2022-02-01,Tamil Nadu,4641,125562,7020896.035609408,438.8181818181818
2022-02-01,Tripura,3,3045,357530.76406266325,17.818181818181817
2022-02-01,Uttar Pradesh,1224,192178,19444457.547329582,405.8181818181818
2022-02-01,Uttarakhand,247,13103,981506.6103255368,47.81818181818182
2022-02-01,West Bengal,428,64332,8882411.00179196,188.8181818181818
2022-03-01,Andaman & Nicobar Islands,2,491,37095.07258591242,2.909090909090909
2022-03-01,Andhra Pradesh,3224,58876,8235008.751677319,221.9090909090909
2022-03-01,Arunachal Pradesh,0,1790,134749.55501024355,8.90909090909091
2022-03-01,Assam,181,36979,3038290.9058162286,47.90909090909091
2022-03-01,Bihar,1340,91859,10135327.981944611,82.9090909090909
2022-03-01,Chandigarh,69,4162,102717.32697673916,5.909090909090909
2022-03-01,Chhattisgarh,978,35444,2487122.3863704274,45.90909090909091
2022-03-01,DNH and DD,6,1112,57151.726005067176,0.9090909090909092
2022-03-01,Delhi,3711,42256,1634519.8912658736,538.9090909090909
2022-03-01,Goa,326,5855,142051.7346531397,43.90909090909091
2022-03-01,Gujarat,4756,105410,5884583.168221909,169.9090909090909
2022-03-01,Haryana,1038,48916,2468234.0816941364,229.9090909090909
2022-03-01,Himachal Pradesh,64,6936,668392.8433130939,26.90909090909091
2022-03-01,Jammu & Kashmir,231,10534,1221021.7986874743,23.90909090909091
2022-03-01,Jharkhand,612,43497,3211790.694131441,59.90909090909091
2022-03-01,Karnataka,7518,113704,5948355.537103201,697.9090909090909
2022-03-01,Kerala,3211,67238,3252488.175341183,191.9090909090909
2022-03-01,Ladakh,0,98,,
2022-03-01,Madhya Pradesh,1615,87872,7071138.678994914,173.9090909090909
2022-03-01,Maharashtra,11747,169832,10941001.802544154,659.9090909090909
2022-03-01,Manipur,2,4225,278067.00080148526,15.90909090909091
2022-03-01,Meghalaya,0,2791,288874.2266729716,18.90909090909091
2022-03-01,Mizoram,0,2261,106806.54757676098,
2022-03-01,Nagaland,0,1173,192680.18017721968,5.909090909090909
2022-03-01,Odisha,2394,53899,4086689.1777456384,116.9090909090909
2022-03-01,Puducherry,184,4730,121508.26925779188,3.909090909090909
2022-03-01,Punjab,720,42333,2701124.9311049045,125.9090909090909
2022-03-01,Rajasthan,3169,73857,6673997.468816602,253.9090909090909
2022-03-01,Sikkim,0,850,59488.423490793946,0.9090909090909092
2022-03-01,Tamil Nadu,7876,144876,7024404.729280378,438.9090909090909
2022-03-01,Tripura,18,3988,357709.4401066725,17.90909090909091
2022-03-01,Uttar Pradesh,2004,210251,19454174.9174182,405.9090909090909
2022-03-01,Uttarakhand,455,15718,981997.118376674,47.90909090909091
2022-03-01,West Bengal,667,82322,8886849.98779985,188.9090909090909
