Date,State,electric_vehicles_sold,total_vehicles_sold,Population,EV_Stations,Petroleum_Consumption,Monthly Inflation Rate,State-wise GDP
2021-05-01,punjab,21,19568,2685490.3533515423,125.0,6019.873547435019,6.3629629629628255,250.65342586567274
2021-05-01,rajasthan,40,21558,6635367.2184529975,253.0,9276.018554863387,6.3629629629628255,619.3198657765971
2021-05-01,sikkim,0,211,59144.09421828181,0.0,110.10427770942457,6.3629629629628255,5.5202841510985134
2021-05-01,tamil nadu,251,21250,6983746.2611561,438.0,12274.303282917348,6.3629629629628255,651.8362367419056
2021-05-01,tripura,0,2255,355638.95606868627,17.0,230.48563470684093,6.3629629629628255,33.19398358614718
2021-05-01,uttar pradesh,28,161474,19341570.792051267,405.0,18153.934020430315,6.3629629629628255,1805.2684399333814
2021-05-01,uttarakhand,6,4102,976313.1494035844,47.0,1541.3840129526093,6.3629629629628255,91.12534525037573
2021-05-01,west bengal,12,32868,8835411.364759233,188.0,8508.034441467005,6.3629629629628255,824.6635943955285
2021-06-01,andaman & nicobar islands,0,2,36898.76327036317,2.090909090909091,174.79388135577148,6.496238425926031,3.4822939022219224
2021-06-01,andhra pradesh,408,59965,8191428.5988729345,221.0909090909091,7318.3389765587635,6.496238425926031,773.0601064142585
2021-06-01,arunachal pradesh,0,1292,134036.45240467883,8.090909090909092,280.5913456141601,6.496238425926031,12.649592547703781
2021-06-01,assam,7,26428,3022212.090852896,47.09090909090909,2748.767810918247,6.496238425926031,285.21906433789326
2021-06-01,bihar,71,106463,10081691.227510592,82.0909090909091,5490.036551630089,6.496238425926031,951.452264901312
2021-06-01,chandigarh,14,3364,102173.74081426024,5.090909090909091,322.4957811244802,6.496238425926031,9.642572353921597
2021-06-01,chhattisgarh,143,36334,2473960.387772775,45.09090909090909,3453.0627040461554,6.496238425926031,233.47820927102103
2021-06-01,dnh and dd,3,861,56849.27569475901,0.0909090909090909,538.0804645144028,6.496238425926031,5.365108977963959
2021-06-01,delhi,353,35100,1625869.9154405694,538.0909090909091,3001.049368214336,6.496238425926031,153.44028879396754
2021-06-01,goa,31,2282,141299.98848152196,43.09090909090909,578.2304063801683,6.496238425926031,13.335083473338017
2021-06-01,gujarat,268,78480,5853441.606458661,169.0909090909091,22354.72536394892,6.496238425926031,552.4142872711101
2021-06-01,haryana,78,45377,2455172.041120673,229.0909090909091,9979.056543536222,6.496238425926031,231.70507274338036
2021-06-01,himachal pradesh,26,8291,664855.6689003756,26.09090909090909,1599.8801270727606,6.496238425926031,62.74526939305378
2021-06-01,jammu & kashmir,88,13146,1214560.079195865,23.09090909090909,1337.0271191817403,6.496238425926031,114.62322264505283
2021-06-01,jharkhand,46,37938,3194793.7080386886,59.09090909090909,3158.6632041151443,6.496238425926031,301.5063287309627
2021-06-01,karnataka,631,27432,5916876.488196425,697.0909090909091,11368.26506788209,6.496238425926031,558.4009080216492
2021-06-01,kerala,324,27846,3235275.815773628,191.0909090909091,5541.3562833711085,6.496238425926031,305.32679815649755
2021-06-01,ladakh,0,115,,,143.93579398363778,6.496238425926031,
2021-06-01,madhya pradesh,240,103020,7033717.795371826,173.0909090909091,7328.882378443855,6.496238425926031,663.8019927471693
2021-06-01,maharashtra,1081,99915,10883101.37465562,659.0909090909091,18067.772052349843,6.496238425926031,1027.0847636962894
2021-06-01,manipur,0,107,276595.45380618697,15.090909090909092,239.80537270337075,6.496238425926031,26.10349444815174
2021-06-01,meghalaya,0,600,287345.4871999147,18.09090909090909,420.8134090296429,6.496238425926031,27.118021018090396
2021-06-01,mizoram,0,946,106241.32101729236,,133.24618918380705,6.496238425926031,10.026447272276766
2021-06-01,nagaland,0,96,191660.50528096777,5.090909090909091,167.6726333568159,6.496238425926031,18.08782055773539
2021-06-01,odisha,149,26234,4065062.177192188,116.0909090909091,5968.086172302297,6.496238425926031,383.6372815009526
2021-06-01,puducherry,31,3004,120865.2403186699,3.090909090909091,434.3786646474844,6.496238425926031,11.406569002553697
2021-06-01,punjab,74,30519,2686830.4183981246,125.0909090909091,6075.742244953512,6.496238425926031,253.56766333160837
2021-06-01,rajasthan,549,71879,6638678.279939251,253.0909090909091,9372.64553033687,6.496238425926031,626.5204262716754
2021-06-01,sikkim,0,473,59173.607239348814,0.0909090909090909,112.0597109799154,6.496238425926031,5.584466074166915
2021-06-01,tamil nadu,702,52990,6987231.164480031,438.09090909090907,12353.640883361322,6.496238425926031,659.4148508231103
2021-06-01,tripura,1,1708,355816.4206176228,17.09090909090909,231.1715973592597,6.496238425926031,33.579915477069136
2021-06-01,uttar pradesh,95,290113,19351222.274482425,405.09090909090907,18217.64848976248,6.496238425926031,1826.2575044377074
2021-06-01,uttarakhand,44,12738,976800.3316138656,47.09090909090909,1549.1577599687669,6.496238425926031,92.1848196792921
2021-06-01,west bengal,30,73670,8839820.2526658,188.0909090909091,8525.331360961529,6.496238425926031,834.2515963758747
2021-07-01,andaman & nicobar islands,8,643,36917.16664356535,2.1818181818181817,176.4602236466151,6.599999999999999,3.5221284319018995
2021-07-01,andhra pradesh,847,66042,8195514.099420999,221.1818181818182,7344.362905074315,6.599999999999999,781.9032674506418
2021-07-01,arunachal pradesh,0,1655,134103.303503135,8.181818181818182,282.98403069708274,6.599999999999999,12.794293306436291
2021-07-01,assam,22,27509,3023719.428554069,47.18181818181818,2768.138054041263,6.599999999999999,288.48173187908304
2021-07-01,bihar,194,76000,10086719.50243703,82.18181818181819,5475.906501089592,6.599999999999999,962.3360830250807
2021-07-01,chandigarh,20,3202,102224.70028598804,5.181818181818182,327.7205562396739,6.599999999999999,9.752875316683737
2021-07-01,chhattisgarh,265,35558,2475194.2832280225,45.18181818181818,3469.1866591497824,6.599999999999999,236.14900470586346
2021-07-01,dnh and dd,3,980,56877.62944822272,0.1818181818181818,536.3041604673156,6.599999999999999,5.42648133733967
2021-07-01,delhi,949,39988,1626680.8231290684,538.1818181818181,3045.9354603009056,6.599999999999999,155.19551736159863
2021-07-01,goa,74,2676,141370.4622912384,43.18181818181818,589.5538593493931,6.599999999999999,13.487625674920915
2021-07-01,gujarat,411,92433,5856361.028706271,169.1818181818182,22562.056474277484,6.599999999999999,558.7334446828104
2021-07-01,haryana,140,39000,2456396.565829462,229.1818181818182,10042.08537889268,6.599999999999999,234.35558497938325
2021-07-01,himachal pradesh,20,10354,665187.2677377324,26.181818181818183,1635.901098920123,6.599999999999999,63.46302279529273
2021-07-01,jammu & kashmir,204,15440,1215165.844821399,23.181818181818183,1355.1313429785178,6.599999999999999,115.93441644220923
2021-07-01,jharkhand,112,34532,3196387.1213594056,59.18181818181818,3168.3430168657137,6.599999999999999,304.9553089542777
2021-07-01,karnataka,3580,105641,5919827.548789041,697.1818181818181,11491.714448284974,6.599999999999999,564.788547367576
2021-07-01,kerala,595,59861,3236889.4196717683,191.1818181818182,5581.39226310971,6.599999999999999,308.81948135463205
2021-07-01,ladakh,0,603,,,145.59640030825656,6.599999999999999,
2021-07-01,madhya pradesh,486,113675,7037225.884047821,173.1818181818182,7351.665394114168,6.599999999999999,671.395332345772
2021-07-01,maharashtra,2387,184146,10888529.355391106,659.1818181818181,18176.965240441863,6.599999999999999,1038.8337543478842
2021-07-01,manipur,0,542,276733.406650978,15.181818181818182,241.3826783144038,6.599999999999999,26.402096591894544
2021-07-01,meghalaya,1,1485,287488.801657371,18.181818181818183,426.57142867073,6.599999999999999,27.428228497251784
2021-07-01,mizoram,0,1315,106294.30920732592,,134.66236296393734,6.599999999999999,10.141141443035123
2021-07-01,nagaland,0,1622,191756.0965554221,5.181818181818182,170.2373238323712,6.599999999999999,18.294730096414323
2021-07-01,odisha,327,43632,4067089.639624703,116.1818181818182,5988.792533877399,6.599999999999999,388.0257711303157
2021-07-01,puducherry,38,4458,120925.5222340408,3.1818181818181817,445.1596979843948,6.599999999999999,11.537050611584169
2021-07-01,punjab,321,36589,2688170.4834447065,125.1818181818182,6131.610942472006,6.599999999999999,256.46826531825286
2021-07-01,rajasthan,1430,81682,6641989.341425505,253.1818181818182,9469.272505810352,6.599999999999999,633.6872959317883
2021-07-01,sikkim,0,910,59203.120260415824,0.1818181818181818,114.01514425040624,6.599999999999999,5.648347695254752
2021-07-01,tamil nadu,2889,143665,6990716.06780396,438.1818181818182,12432.978483805296,6.599999999999999,666.9580051874705
2021-07-01,tripura,0,2563,355993.8851665592,17.181818181818183,231.85756001167843,6.599999999999999,33.96404162416685
2021-07-01,uttar pradesh,311,243179,19360873.75691359,405.1818181818182,18281.36295909464,6.599999999999999,1847.148362822
2021-07-01,uttarakhand,87,16450,977287.5138241468,47.18181818181818,1556.9315069849245,6.599999999999999,93.23933691381242
2021-07-01,west bengal,73,85584,8844229.140572365,188.1818181818182,8542.628280456052,6.599999999999999,843.7947368773695
2021-08-01,andaman & nicobar islands,1,516,36935.57001676752,2.2727272727272725,178.12656593745876,6.675983796296238,3.5617681138395576
2021-08-01,andhra pradesh,744,66718,8199599.599969068,221.27272727272728,7370.386833589865,6.675983796296238,790.7031727996424
2021-08-01,arunachal pradesh,0,1884,134170.1546015912,8.272727272727273,285.3767157800054,6.675983796296238,12.93828627179514
2021-08-01,assam,28,31544,3025226.7662552428,47.27272727272727,2787.5082971642787,6.675983796296238,291.7284403162133
2021-08-01,bihar,198,60342,10091747.777363472,82.27272727272727,5461.776450549095,6.675983796296238,973.1666637338169
2021-08-01,chandigarh,28,3225,102275.65975771584,5.2727272727272725,332.9453313548676,6.675983796296238,9.862638740421874
2021-08-01,chhattisgarh,249,31841,2476428.178683271,45.27272727272727,3485.3106142534093,6.675983796296238,238.80673613656563
2021-08-01,dnh and dd,2,905,56905.98320168645,0.2727272727272727,534.5278564202282,6.675983796296238,5.487553498225252
2021-08-01,delhi,1152,39246,1627491.7308175678,538.2727272727273,3090.821552387474,6.675983796296238,156.9421603546943
2021-08-01,goa,41,3755,141440.9361009549,43.27272727272727,600.8773123186178,6.675983796296238,13.63942172727537
2021-08-01,gujarat,667,75115,5859280.450953882,169.27272727272728,22769.387584606044,6.675983796296238,565.0216923896664
2021-08-01,haryana,444,46369,2457621.0905382507,229.27272727272728,10105.114214249135,6.675983796296238,236.99313242505684
2021-08-01,himachal pradesh,32,9071,665518.8665750893,26.27272727272728,1671.9220707674856,6.675983796296238,64.1772653582902
2021-08-01,jammu & kashmir,122,15408,1215771.6104469332,23.27272727272728,1373.235566775295,6.675983796296238,117.23919662903387
2021-08-01,jharkhand,140,31702,3197980.534680124,59.27272727272727,3178.022829616283,6.675983796296238,308.38741873842355
2021-08-01,karnataka,3456,101726,5922778.609381659,697.2727272727273,11615.16382868786,6.675983796296238,571.1449420341938
2021-08-01,kerala,781,75320,3238503.0235699103,191.27272727272728,5621.428242848312,6.675983796296238,312.2950803436333
2021-08-01,ladakh,0,489,,,147.25700663287537,6.675983796296238,
2021-08-01,madhya pradesh,483,80617,7040733.972723818,173.27272727272728,7374.448409784482,6.675983796296238,678.9515296688337
2021-08-01,maharashtra,2616,154203,10893957.336126598,659.2727272727273,18286.158428533883,6.675983796296238,1050.5252756551354
2021-08-01,manipur,0,1577,276871.35949576925,15.272727272727272,242.9599839254368,6.675983796296238,26.699238144687094
2021-08-01,meghalaya,0,1867,287632.1161148274,18.27272727272728,432.3294483118171,6.675983796296238,27.736918618797823
2021-08-01,mizoram,0,1297,106347.2973973595,,136.07853674406766,6.675983796296238,10.255274595490802
2021-08-01,nagaland,0,1340,191851.6878298765,5.2727272727272725,172.8020143079265,6.675983796296238,18.500627551938287
2021-08-01,odisha,489,39274,4069117.1020572186,116.27272727272728,6009.498895452501,6.675983796296238,392.39279477769463
2021-08-01,puducherry,35,4333,120985.80414941174,3.2727272727272725,455.94073132130507,6.675983796296238,11.666893979190995
2021-08-01,punjab,346,36585,2689510.5484912903,125.27272727272728,6187.4796399905,6.675983796296238,259.35467921850625
2021-08-01,rajasthan,1504,68475,6645300.40291176,253.27272727272728,9565.899481283834,6.675983796296238,640.819109363449
2021-08-01,sikkim,0,897,59232.63328148284,0.2727272727272727,115.97057752089708,6.675983796296238,5.711916843978925
2021-08-01,tamil nadu,2833,130305,6994200.971127891,438.27272727272725,12512.316084249269,6.675983796296238,674.4642627537602
2021-08-01,tripura,0,2924,356171.3497154957,17.272727272727273,232.5435226640972,6.675983796296238,34.346288845791435
2021-08-01,uttar pradesh,534,170746,19370525.23934476,405.27272727272725,18345.0774284268,6.675983796296238,1867.937035072205
2021-08-01,uttarakhand,120,14952,977774.6960344282,47.27272727272727,1564.705254001082,6.675983796296238,94.28869605298104
2021-08-01,west bengal,108,72811,8848638.028478933,188.27272727272728,8559.925199950576,6.675983796296238,853.2911977921775
2021-09-01,andaman & nicobar islands,0,416,36953.9733899697,2.363636363636364,179.7929082283024,6.725925925925958,3.6012053589744175
2021-09-01,andhra pradesh,805,59716,8203685.100517133,221.3636363636364,7396.410762105416,6.725925925925958,799.4581377097514
2021-09-01,arunachal pradesh,0,1897,134237.00570004742,8.363636363636363,287.769400862928,6.725925925925958,13.081543876169539
2021-09-01,assam,38,30474,3026734.103956416,47.36363636363637,2806.878540287295,6.725925925925958,294.9585680634007
2021-09-01,bihar,479,52360,10096776.052289909,82.36363636363636,5447.646400008598,6.725925925925958,983.9419335009916
2021-09-01,chandigarh,45,2769,102326.61922944366,5.363636363636363,338.1701064700612,6.725925925925958,9.971841610808427
2021-09-01,chhattisgarh,256,28440,2477662.07413852,45.36363636363637,3501.434569357036,6.725925925925958,241.45089473753674
2021-09-01,dnh and dd,1,1014,56934.33695515017,0.3636363636363636,532.7515523731408,6.725925925925958,5.548313768288669
2021-09-01,delhi,1074,26528,1628302.6385060668,538.3636363636364,3135.707644474044,6.725925925925958,158.67988337654208
2021-09-01,goa,121,4358,141511.40991067133,43.36363636363637,612.2007652878426,6.725925925925958,13.790442568881032
2021-09-01,gujarat,1090,96617,5862199.873201492,169.36363636363637,22976.718694934607,6.725925925925958,571.2778264997737
2021-09-01,haryana,698,47469,2458845.6152470387,229.3636363636364,10168.143049605593,6.725925925925958,239.61721011905627
2021-09-01,himachal pradesh,34,8354,665850.4654124461,26.363636363636363,1707.943042614848,6.725925925925958,64.8878603395259
2021-09-01,jammu & kashmir,158,11127,1216377.3760724673,23.363636363636363,1391.3397905720722,6.725925925925958,118.53731340393222
2021-09-01,jharkhand,161,28420,3199573.9480008413,59.36363636363637,3187.702642366853,6.725925925925958,311.802001002226
2021-09-01,karnataka,3766,101699,5925729.669974275,697.3636363636364,11738.613209090749,6.725925925925958,577.4688750827875
2021-09-01,kerala,953,70308,3240116.627468052,191.3636363636364,5661.464222586914,6.725925925925958,315.75292971627135
2021-09-01,ladakh,0,470,,,148.91761295749413,6.725925925925958,
2021-09-01,madhya pradesh,613,76922,7044242.061399815,173.36363636363637,7397.231425454795,6.725925925925958,686.4691380741077
2021-09-01,maharashtra,2314,120251,10899385.316862086,659.3636363636364,18395.351616625903,6.725925925925958,1062.1570892634938
2021-09-01,manipur,0,4694,277009.3123405603,15.363636363636363,244.5372895364698,6.725925925925958,26.994862218453903
2021-09-01,meghalaya,0,2301,287775.4305722837,18.363636363636363,438.08746795290415,6.725925925925958,28.04403228366692
2021-09-01,mizoram,0,1729,106400.28558739308,,137.49471052419796,6.725925925925958,10.368824878726867
2021-09-01,nagaland,1,1259,191947.27910433084,5.363636363636363,175.36670478348182,6.725925925925958,18.705473505014105
2021-09-01,odisha,492,33220,4071144.564489733,116.36363636363636,6030.205257027603,6.725925925925958,396.7375163716331
2021-09-01,puducherry,50,3851,121046.08606478262,3.363636363636364,466.7217646582154,6.725925925925958,11.796074246719352
2021-09-01,punjab,490,32340,2690850.613537872,125.36363636363636,6243.3483375089945,6.725925925925958,262.2263524252684
2021-09-01,rajasthan,1694,59537,6648611.464398013,253.3636363636364,9662.526456757316,6.725925925925958,647.9145011731716
2021-09-01,sikkim,0,895,59262.146302549845,0.3636363636363636,117.9260107913879,6.725925925925958,5.775161349956351
2021-09-01,tamil nadu,2987,127300,6997685.874451822,438.3636363636364,12591.65368469324,6.725925925925958,681.9321864407541
2021-09-01,tripura,0,3139,356348.8142644322,17.363636363636363,233.2294853165159,6.725925925925958,34.726583960293986
2021-09-01,uttar pradesh,734,156472,19380176.72177592,405.3636363636364,18408.79189775896,6.725925925925958,1888.6195411742685
2021-09-01,uttarakhand,179,13097,978261.8782447096,47.36363636363637,1572.4790010172396,6.725925925925958,95.33269619584244
2021-09-01,west bengal,118,74867,8853046.9163855,188.3636363636364,8577.2221194451,6.725925925925958,862.7391610124647
2021-10-01,andaman & nicobar islands,1,430,36972.37676317187,2.4545454545454546,181.45925051914605,6.7515625,3.6404325782456595
2021-10-01,andhra pradesh,1030,95476,8207770.601065199,221.45454545454547,7422.434690620967,6.7515625,808.1664774293863
2021-10-01,arunachal pradesh,0,1679,134303.85679850358,8.454545454545455,290.1620859458507,6.7515625,13.224038551947483
2021-10-01,assam,28,38032,3028241.4416575897,47.45454545454545,2826.248783410311,6.7515625,298.1714935347351
2021-10-01,bihar,477,56517,10101804.327216348,82.45454545454545,5433.516349468102,6.7515625,994.6598187999865
2021-10-01,chandigarh,30,3608,102377.57870117149,5.454545454545455,343.3948815852549,6.7515625,10.080462913514886
2021-10-01,chhattisgarh,312,38719,2478895.9695937675,45.45454545454545,3517.5585244606627,6.7515625,244.08097168316368
2021-10-01,dnh and dd,2,961,56962.69070861388,0.4545454545454546,530.9752483260535,6.7515625,5.608750455197381
2021-10-01,delhi,1248,38963,1629113.5461945657,538.4545454545455,3180.5937365606133,6.7515625,160.40835203041507
2021-10-01,goa,191,5079,141581.8837203878,43.45454545454545,623.5242182570673,6.7515625,13.940659138216315
2021-10-01,gujarat,1564,107884,5865119.295449102,169.45454545454547,23184.049805263166,6.7515625,577.5006431211749
2021-10-01,haryana,513,38525,2460070.139955827,229.45454545454547,10231.171884962048,6.7515625,242.22731310001498
2021-10-01,himachal pradesh,30,7852,666182.0642498028,26.454545454545453,1743.9640144622108,6.7515625,65.59467099647362
2021-10-01,jammu & kashmir,201,12806,1216983.1416980012,23.454545454545453,1409.4440143688496,6.7515625,119.82851696529872
2021-10-01,jharkhand,258,33683,3201167.3613215582,59.45454545454545,3197.3824551174225,6.7515625,315.19839866448245
2021-10-01,karnataka,3872,94906,5928680.730566892,697.4545454545455,11862.062589493631,6.7515625,583.7591295745895
2021-10-01,kerala,991,56939,3241730.231366193,191.45454545454547,5701.500202325516,6.7515625,319.1923640652874
2021-10-01,ladakh,6,307,,,150.57821928211294,6.7515625,
2021-10-01,madhya pradesh,565,61629,7047750.15007581,173.45454545454547,7420.014441125107,6.7515625,693.9467109192848
2021-10-01,maharashtra,3852,165103,10904813.297597574,659.4545454545455,18504.54480471792,6.7515625,1073.7269568183142
2021-10-01,manipur,6,3014,277147.2651853514,15.454545454545457,246.11459514750285,6.7515625,27.288911925117077
2021-10-01,meghalaya,0,2136,287918.74502974,18.454545454545453,443.8454875939912,6.7515625,28.349510392794937
2021-10-01,mizoram,0,2169,106453.2737774266,,138.91088430432828,6.7515625,10.481770441825425
2021-10-01,nagaland,0,1217,192042.8703787852,5.454545454545455,177.93139525903712,6.7515625,18.909228536346884
2021-10-01,odisha,950,58538,4073172.026922248,116.45454545454544,6050.911618602704,6.7515625,401.0590998406386
2021-10-01,puducherry,31,3448,121106.36798015352,3.4545454545454546,477.5027979951258,6.7515625,11.92456655551334
2021-10-01,punjab,421,38463,2692190.6785844546,125.45454545454544,6299.217035027488,6.7515625,265.0827323314155
2021-10-01,rajasthan,1688,78449,6651922.525884267,253.45454545454547,9759.153432230796,6.7515625,654.9721059674107
2021-10-01,sikkim,0,800,59291.65932361684,0.4545454545454546,119.88144406187872,6.7515625,5.838069042803407
2021-10-01,tamil nadu,2649,100470,7001170.777775751,438.45454545454544,12670.991285137216,6.7515625,689.3603391671643
2021-10-01,tripura,0,3381,356526.2788133686,17.454545454545453,233.91544796893464,6.7515625,35.10485378602244
2021-10-01,uttar pradesh,1032,153019,19389828.20420708,405.45454545454544,18472.50636709112,6.7515625,1909.1919011139676
2021-10-01,uttarakhand,142,16349,978749.0604549906,47.45454545454545,1580.2527480333974,6.7515625,96.37113644143231
2021-10-01,west bengal,100,60595,8857455.804292066,188.45454545454547,8594.519038939621,6.7515625,872.1368084303174
2021-11-01,andaman & nicobar islands,0,538,36990.78013637405,2.5454545454545454,183.12559280998968,6.754629629629635,3.6794421825927968
2021-11-01,andhra pradesh,1148,72209,8211856.101613265,221.54545454545453,7448.458619136518,6.754629629629635,816.8265072070377
2021-11-01,arunachal pradesh,0,1908,134370.7078969598,8.545454545454545,292.55477102877336,6.754629629629635,13.365742731518187
2021-11-01,assam,120,35204,3029748.779358763,47.54545454545455,2845.619026533327,6.754629629629635,301.36659514433285
2021-11-01,bihar,615,114201,10106832.602142788,82.54545454545455,5419.386298927605,6.754629629629635,1005.3182461042717
2021-11-01,chandigarh,95,4002,102428.53817289928,5.545454545454545,348.61965670044856,6.754629629629635,10.188481634213648
2021-11-01,chhattisgarh,523,67923,2480129.865049016,45.54545454545455,3533.682479564289,6.754629629629635,246.69645814785562
2021-11-01,dnh and dd,1,1268,56991.0444620776,0.5454545454545454,529.1989442789661,6.754629629629635,5.668851866619347
