State,Date,Population,Monthly Inflation Rate,State-wise GDP,total_vehicles_sold,EV_Stations,Petroleum_Consumption,Predicted_EV_Sales
chandigarh,2025-10-01,105799.19820468192,4.10234375,14.633812291424324,3236.1873930657434,13.209825320243835,422.10233,269.53115676007025
chandigarh,2025-11-01,105851.86082200632,4.100077160493829,14.735397825609526,3467.9203247446653,13.279825320243836,422.371,220.2070331119627
chandigarh,2025-12-01,105904.52343933072,4.099315200617284,14.838529530215002,3241.693524308288,13.349825320243836,422.4673,269.53115676007025
chandigarh,2026-01-01,106239.31368330996,4.1,14.943287435974945,3227.6778707611875,13.419825320243836,422.65616,269.5960432267641
chandigarh,2026-02-01,106292.43334015162,4.102073688271601,15.049751573624384,3362.3606250214143,13.489825320243837,422.79556,220.75838165803887
chandigarh,2026-03-01,106345.55299699328,4.105478395061731,15.15800197389838,3403.2209582877194,13.559825320243837,422.92,220.2070331119627
chandigarh,2026-04-01,106398.67265383496,4.110156249999999,15.268118667531096,3261.6811756223788,13.629825320243835,423.06046,269.53115676007025
chandigarh,2026-05-01,106451.7923106766,4.116049382716042,15.38018168525757,3335.86735976301,13.699825320243836,423.1581,220.75838165803887
chandigarh,2026-06-01,106504.91196751824,4.1230999228395095,15.494271057812876,3107.0060765114144,13.769825320243836,423.23892,225.82785242208476
chandigarh,2026-07-01,106558.0316243599,4.131249999999996,15.61046681593115,3283.9967756463366,13.839825320243836,423.32462,269.53115676007025
chandigarh,2026-08-01,106611.15128120156,4.140441743827147,15.728848990347451,3229.3427431684872,13.909825320243836,423.39334,269.5960432267641
chandigarh,2026-09-01,106664.27093804322,4.150617283950622,15.84949761179688,3300.209008102955,13.979825320243837,423.4426,269.53115676007025
chandigarh,2026-10-01,106717.39059488488,4.161718749999995,15.972492711013528,3318.90978489709,14.049825320243835,423.49173,220.75838165803887
chandigarh,2026-11-01,106770.51025172652,4.173688271604919,16.097914318732446,3110.481092890514,14.119825320243836,423.537,225.82785242208476
chandigarh,2026-12-01,106823.62990856818,4.186467978395065,16.225842465688764,3270.296743322371,14.189825320243838,423.57336,269.53115676007025
chhattisgarh,2025-01-01,2550268.359338993,4.200000000000001,333.5599533222007,40145.66607080606,152.76580905914307,4141.903,2187.4535384774636
chhattisgarh,2025-02-01,2551543.493518662,4.181587577160511,335.76993198639167,37121.96509443265,155.68201160430908,4139.668,2164.2823518830614
chhattisgarh,2025-03-01,2552818.627698332,4.165200617283937,337.99990824045136,39038.06220365827,156.9851655960083,4137.1807,2163.5202061673754
chhattisgarh,2025-04-01,2554093.761878002,4.150781250000001,340.25181989016767,32765.742596750013,158.0251655960083,4135.478,2132.7315526927255
chhattisgarh,2025-05-01,2555368.8960576714,4.138271604938283,342.527604741347,30827.19762812032,159.06516559600828,4133.2725,1897.359822877288
chhattisgarh,2025-06-01,2556644.0302373404,4.127613811728387,344.82920059979585,37535.369540378015,160.1051655960083,4131.4766,2164.2823518830614
chhattisgarh,2025-07-01,2557919.1644170103,4.11875,347.1585452713023,36503.97827844827,161.1451655960083,4129.6875,2083.3160028732777
chhattisgarh,2025-08-01,2559194.29859668,4.111622299382723,349.5175765616725,34757.37537362531,162.1851655960083,4128.2007,2114.1900516163155
chhattisgarh,2025-09-01,2560469.4327763496,4.1061728395061685,351.9082322767137,34473.08857201848,163.2251655960083,4126.9663,2114.1900516163155
chhattisgarh,2025-10-01,2561744.5669560186,4.10234375,354.3324502222127,47935.73626401348,164.2651655960083,4126.423,2314.3716081204925
chhattisgarh,2025-11-01,2563019.7011356885,4.100077160493829,356.7921682039766,59686.75981369421,165.3051655960083,4126.327,2315.2641442265585
chhattisgarh,2025-12-01,2564294.835315358,4.099315200617284,359.2893240278124,34964.9363381734,166.34516559600831,4126.566,2088.4774996188257
chhattisgarh,2026-01-01,2572401.2019337937,4.1,361.8258554995069,40245.29452595668,167.3851655960083,4127.0996,2185.6088721687547
chhattisgarh,2026-02-01,2573687.4025347605,4.102073688271601,364.4037004248671,37247.998574156205,168.4251655960083,4127.315,2161.100448853086
chhattisgarh,2026-03-01,2574973.603135728,4.105478395061731,367.0247966097005,39142.297495839,169.4651655960083,4127.638,2160.339423117783
chhattisgarh,2026-04-01,2576259.803736695,4.110156249999999,369.6910818597931,32928.13563170419,170.5051655960083,4128.022,2142.232351556468
chhattisgarh,2026-05-01,2577546.004337662,4.116049382716042,372.40449398095217,31005.461021205512,171.5451655960083,4128.4956,1897.5794717805738
chhattisgarh,2026-06-01,2578832.204938628,4.1230999228395095,375.1669707789855,37645.11230459852,172.5851655960083,4128.9785,2161.100448853086
chhattisgarh,2026-07-01,2580118.405539595,4.131249999999996,377.9804500596788,36620.77421020492,173.62516559600832,4129.453,2083.7938352362476
chhattisgarh,2026-08-01,2581404.6061405623,4.140441743827147,380.8468696288394,34888.22555349529,174.6651655960083,4129.8706,2088.4774996188257
chhattisgarh,2026-09-01,2582690.806741529,4.150617283950622,383.768167292276,34603.73666271048,175.7051655960083,4130.216,2114.1900516163155
chhattisgarh,2026-10-01,2583977.0073424955,4.161718749999995,386.74628085577285,47932.00183400636,176.74516559600832,4130.4727,2314.3716081204925
chhattisgarh,2026-11-01,2585263.2079434623,4.173688271604919,389.7831481251376,59565.37068594807,177.7851655960083,4130.669,2315.2641442265585
chhattisgarh,2026-12-01,2586549.40854443,4.186467978395065,392.88070690617946,35081.96360230287,178.8251655960083,4130.817,2080.978520903835
delhi,2025-01-01,1676018.9945814456,4.200000000000001,219.2133292766924,54291.99975583932,1899.48,4365.386,4648.42887022496
delhi,2025-02-01,1676857.004078736,4.181587577160511,220.6657122015089,50512.74515485916,1912.96,4371.679,4766.49367693732
delhi,2025-03-01,1677695.013576027,4.165200617283937,222.1312374061734,52566.31420041133,1926.44,4377.141,4729.282361370704
delhi,2025-04-01,1678533.023073318,4.150781250000001,223.61117840345025,50991.73679554081,1939.92,4381.997,4766.49367693732
delhi,2025-05-01,1679371.0325706084,4.138271604938283,225.10680870611603,51084.31899180312,1953.4,4386.994,4766.49367693732
delhi,2025-06-01,1680209.0420678991,4.127613811728387,226.61940182694752,50627.40370840828,1966.88,4391.1636,4766.49367693732
delhi,2025-07-01,1681047.0515651896,4.11875,228.15023127870904,52012.362031607125,1980.36,4394.3,4723.798305036053
delhi,2025-08-01,1681885.0610624808,4.111622299382723,229.7005705741773,52757.3781662358,1993.84,4397.884,4729.282361370704
delhi,2025-09-01,1682723.0705597715,4.1061728395061685,231.27169322612923,50223.269297620565,2007.32,4402.335,4766.49367693732
delhi,2025-10-01,1683561.080057062,4.10234375,232.8648727473285,56025.86011048448,2020.8,4405.4297,4690.796539145608
delhi,2025-11-01,1684399.0895543527,4.100077160493829,234.48138265055235,62948.79009525367,2034.28,4407.768,4706.8350762953505
delhi,2025-12-01,1685237.0990516436,4.099315200617284,236.1224964485777,48203.29593886719,2047.76,4407.632,4322.175539734549
delhi,2026-01-01,1690564.5479766896,4.1,237.78948765416808,54079.36458168631,2061.24,4408.842,4648.42887022496
delhi,2026-02-01,1691409.830250678,4.102073688271601,239.48362978010056,51309.62145034481,2074.7200000000003,4409.819,4766.49367693732
delhi,2026-03-01,1692255.1125246664,4.105478395061731,241.2061963391525,52592.70160601587,2088.2000000000003,4410.587,4729.282361370704
delhi,2026-04-01,1693100.3947986548,4.110156249999999,242.9584608440872,51356.896919430976,2101.6800000000003,4411.192,4766.49367693732
delhi,2026-05-01,1693945.677072643,4.116049382716042,244.7416968076816,51280.37567253962,2115.1600000000003,4411.747,4766.49367693732
delhi,2026-06-01,1694790.9593466315,4.1230999228395095,246.5571777427133,50823.41169152722,2128.6400000000003,4412.221,4766.49367693732
delhi,2026-07-01,1695636.2416206195,4.131249999999996,248.40617716194512,51647.06738385887,2142.1200000000003,4412.5015,4766.49367693732
delhi,2026-08-01,1696481.5238946085,4.140441743827147,250.2899685781545,52027.43452887929,2155.6000000000004,4412.575,4723.798305036053
delhi,2026-09-01,1697326.8061685965,4.150617283950622,252.2098255041194,50131.29609061439,2169.0800000000004,4412.672,4766.49367693732
delhi,2026-10-01,1698172.0884425847,4.161718749999995,254.16702145260192,54027.12456677734,2182.5600000000004,4412.7617,4648.42887022496
delhi,2026-11-01,1699017.370716573,4.173688271604919,256.1628299363794,58702.34371509961,2196.0400000000004,4412.9243,4690.796539145608
delhi,2026-12-01,1699862.6529905617,4.186467978395065,258.1985244682303,48327.61027043671,2209.5200000000004,4412.993,4322.175539734549
dnh and dd,2025-01-01,58602.760889880185,4.200000000000001,7.664893035824305,1529.9547274031447,1.01,535.3792,27.523633392364676
dnh and dd,2025-02-01,58632.06227032512,4.181587577160511,7.715676260560266,1583.487426180033,1.02,535.3002,27.440205723083373
dnh and dd,2025-03-01,58661.36365077006,4.165200617283937,7.766919011045018,1640.3838616689538,1.03,535.2118,27.074517916925856
dnh and dd,2025-04-01,58690.66503121501,4.150781250000001,7.81866581622738,1538.9386064239743,1.04,535.1126,27.643648872828138
dnh and dd,2025-05-01,58719.966411659945,4.138271604938283,7.870961205056594,1556.203477518459,1.05,535.0158,27.643648872828138
dnh and dd,2025-06-01,58749.26779210488,4.127613811728387,7.923849706481904,1520.4092753363575,1.06,534.91327,27.643648872828138
dnh and dd,2025-07-01,58778.56917254982,4.11875,7.97737584945212,1554.798632642554,1.07,534.8167,27.643648872828138
dnh and dd,2025-08-01,58807.87055299477,4.111622299382723,8.031584162916493,1426.7995403636507,1.08,534.7488,26.056545744186
dnh and dd,2025-09-01,58837.171933439706,4.1061728395061685,8.08651917582427,1512.718719618052,1.09,534.68866,27.643648872828138
dnh and dd,2025-10-01,58866.47331388464,4.10234375,8.142225417124246,1703.336430210504,1.1,534.6484,26.935476668656136
dnh and dd,2025-11-01,58895.77469432958,4.100077160493829,8.198747415765679,1861.1583772641368,1.11,534.6213,26.708650288750697
dnh and dd,2025-12-01,58925.07607477453,4.099315200617284,8.256129700697825,1881.9012729869144,1.12,534.61707,26.708650288750697
dnh and dd,2026-01-01,59111.35273185113,4.1,8.31441680086947,1619.428816217982,1.13,534.6094,27.548154667696476
dnh and dd,2026-02-01,59140.90840821706,4.102073688271601,8.37365324522987,1659.0813954771318,1.14,534.61096,27.1926437079228
dnh and dd,2026-03-01,59170.464084582985,4.105478395061731,8.43388356272829,1701.5191598302026,1.15,534.6217,26.935476668656136
dnh and dd,2026-04-01,59200.01976094892,4.110156249999999,8.495152282313509,1614.907192327946,1.16,534.63934,27.548154667696476
dnh and dd,2026-05-01,59229.575437314845,4.116049382716042,8.55750393293478,1625.1185707783131,1.1700000000000002,534.66187,27.1926437079228
